TotalFloor22;//Total Floor number
f1
115,8,115,2,2,20,2,2,1,2,5
6,115,8,2,119,111,119,2,1,19,115
13,6,115,19,9,119,9,2,1,2,1
f11
1,2,2,4,118,2,118,3,2,2,1
1,1,2,2,19,2,19,2,2,1,112
1,1,1,1,1,2,1,1,1,112,9
1,2,1,2,2,2,2,2,1,2,2
106,2,1,1,5,5,5,1,1,2,5
107,2,1,2,2,2,2,19,2,2,5
106,2,1,1,1,23,2,1,19,107,1
1,2,2,2,2,2,2,19,2,2,1
1,2,8,4,3,2,1,107,1,2,5
1,2,8,4,3,21,111,2,111,2,5
22,2,8,4,3,2,6,2,6,2,8
f12
8,2,5,2,6,2,7,2,9,14,9
8,2,5,2,6,2,7,2,122,123,122
8,2,5,2,6,2,7,2,1,122,1
19,2,19,2,19,2,19,2,2,20,2
1,1,1,1,1,2,1,1,1,1,1
19,2,2,20,2,2,2,20,2,2,19
4,2,1,122,9,124,9,122,1,2,3
4,2,118,2,2,2,2,2,118,2,3
4,2,118,2,1,1,1,2,118,2,3
2,2,21,2,8,1,8,2,21,2,2
23,1,1,1,1,1,1,1,1,1,22
f13
1,4,2,1,126,127,126,1,2,9,1
3,1,2,1,2,19,2,1,2,1,9
1,1,2,1,2,127,2,1,2,1,1
1,124,2,1,2,5,2,1,2,128,1
124,125,2,1,2,5,2,1,2,131,128
2,20,2,1,2,8,2,1,2,20,2
1,1,1,1,2,8,2,1,1,1,1
2,2,2,1,2,2,2,1,2,2,2
4,124,19,122,122,123,122,122,19,124,3
2,2,2,2,2,20,2,2,2,2,2
22,1,1,1,1,1,1,1,1,1,23
f14
1,124,1,1,1,1,1,2,1,125,1
1,2,2,2,2,2,19,2,1,2,1
1,2,1,1,122,1,1,2,1,2,1
9,2,21,2,2,2,1,2,1,2,1
126,2,1,1,125,2,122,2,3,2,1
127,2,1,116,1,2,123,2,3,2,1
126,2,125,1,1,2,122,2,3,2,4
1,2,2,2,2,2,1,2,1,2,4
1,126,1,2,1,1,1,125,1,2,4
2,2,1,2,9,2,2,2,2,2,1
23,1,1,20,1,22,2,15,116,19,1
f15
2,1,128,1,22,1,1,1,1,1,2
2,1,9,2,2,2,2,2,9,1,2
2,1,2,2,2,2,2,2,2,1,2
2,1,2,2,2,16,2,2,2,1,2
2,1,2,2,2,1,2,2,2,1,2
2,1,8,2,2,125,2,2,8,1,2
2,1,2,2,2,116,2,2,2,1,2
2,1,2,2,2,125,2,2,2,1,2
2,1,2,2,2,20,2,2,2,1,2
2,122,123,122,20,1,20,122,123,122,2
2,2,2,2,2,23,2,2,2,2,2
f16
1,1,1,1,23,2,22,1,1,1,1
1,2,2,2,2,2,2,2,2,2,1
1,2,2,2,2,2,2,2,2,2,1
1,2,2,2,1,2,1,2,2,2,1
1,2,2,2,4,2,3,2,2,2,1
1,2,2,2,4,2,3,2,2,2,1
1,2,2,2,1,2,1,2,2,2,1
1,2,2,2,19,2,19,2,2,2,1
1,2,2,2,1,1,1,2,2,2,1
1,2,2,2,2,21,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1
f17
2,2,2,2,2,1,23,2,2,2,2
2,2,2,2,2,1,2,2,2,2,2
2,2,2,2,2,1,2,2,2,2,2
2,2,2,2,2,21,2,2,2,2,2
2,2,2,2,2,1,2,2,2,2,2
2,2,2,2,2,129,2,2,2,2,2
2,2,2,2,2,1,2,2,2,2,2
2,2,2,2,2,22,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
f18
2,148,136,1,1,1,1,1,1,1,148
2,136,2,2,2,2,2,2,2,2,1
2,1,2,148,1,1,1,1,1,1,148
2,1,2,1,2,2,2,2,2,2,2
2,1,2,1,2,148,1,1,1,148,2
2,1,2,148,1,1,2,2,2,1,2
2,1,2,2,2,2,2,148,1,148,2
2,136,2,2,2,23,2,1,2,2,2
2,148,136,1,120,1,2,148,1,1,148
2,2,2,2,2,2,2,2,2,2,1
22,1,120,1,1,1,1,1,1,1,148
f19
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,52,2,2,2,2,2
2,2,2,2,2,1,2,2,2,2,2
2,2,2,2,2,21,2,2,2,2,2
2,2,2,2,2,21,2,2,2,2,2
2,2,2,2,2,1,2,2,2,2,2
2,2,2,2,2,1,2,2,2,2,2
23,1,1,1,1,1,1,1,1,1,22
f20
1,1,1,1,1,1,1,1,1,1,1
1,2,1,2,2,2,2,2,1,2,1
1,2,1,2,2,2,2,2,1,2,1
1,2,1,2,2,22,2,2,1,2,1
1,2,1,2,2,1,2,2,1,2,1
1,2,149,2,2,1,2,2,149,2,1
1,2,1,2,2,108,2,2,1,2,1
1,2,17,2,2,1,2,2,18,2,1
1,2,2,2,2,1,2,2,2,2,1
1,2,2,2,2,1,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,23
f21
120,3,130,8,136,7,136,8,130,3,120
9,2,5,2,6,2,6,2,5,2,9
2,4,130,1,148,1,148,1,130,4,2
8,2,5,2,1,23,1,2,5,2,8
136,6,148,1,1,1,1,1,148,6,136
7,2,1,2,1,2,1,2,1,2,7
136,6,148,1,1,1,1,1,148,6,136
8,2,5,2,1,22,1,2,5,2,8
2,4,130,1,148,1,148,1,130,4,2
9,2,5,2,6,2,6,2,5,2,9
120,3,130,8,136,7,136,8,130,3,120
f22
2,2,2,2,2,24,2,2,2,2,2
2,2,1,1,2,138,2,1,1,2,2
2,1,1,2,2,131,2,2,1,1,2
2,1,1,1,2,131,2,1,1,1,2
2,2,1,1,1,1,1,1,1,2,2
2,2,1,1,1,1,1,1,1,2,2
2,2,2,1,1,2,1,1,2,2,2
2,2,2,2,1,23,1,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
MapDataEnd
2; //Floor
3200; //HP
1000; //Attack
33; //Defense
115; //Exp
1; //Level
2; //Blue Key Number
1; //Red Key Number
3; //Yellow Key Number
10; //Hero's X postion
0; //Hero's Y postion
